id	sent0	label
5739	അമിട്ട്ശാ യെ വീഡിയൊ കോൾ ചെയ്തപ്പോൾ	unknown_state
5740	Laleta you are a sensation and pritvi cheta you are a genius	Positive
5741	Ennalum ente Idivettu suguna ninne ithilu kandillalo	Negative
5742	ബലാത്സംഗ വീരനെ നായകനാക്കിയ കണ്ണപ്പനുണ്ണി സാറിനും സാറിന്റെ ഫാമിലിക്കും റിപ്പബ്ളിക് ദിനാശംസകൾ ,,,,  ബിഷപ്പ് ജാങ്കോ ഫാൻസ് ജലന്ധർ യൂണിറ്റ് ,,	unknown_state
5743	E negative commentsitta  ella oolakalkum kadutha asooya matram...athinithuvare marunnu kandupidichittilla	Negative
5744	first coment ..laletta love u...Raju Chetta love u....	Positive
5745	1:27 തൊട്ട് bgm laila main laila copy ആണോ എന്നൊരു സംശയം	Mixed_feelings
5746	വിനീത് ഏട്ടൻ പൊളിക്കും  കട്ട waitin	Positive
5747	ഈ film Swasu ന്റെ Super hit ൽ ഒന്നാകട്ടെ ... support ചങ്ക് സ്വാസൂട്ടീ ... Support Joshy Sir	Positive
5748	Unlike adichavarkku naduviral namaskaram.  Support like	Negative
5749	ഇക്ക  ഫാൻസിന്റെ  comment തപ്പുന്നവർക്കുള്ള  like ബട്ടൺ	unknown_state
5750	പരീക്ഷ ഹാളിൽ അറിയാതെ ഉറക്കെ ഈ പാട്ടു പാടിപോയ ലെ ഞാൻ....	unknown_state
5751	Lalettan & Ikka Ki Jaiii....... Frdzzz... Fishing Videos or Tech. Thalparyam ullavar nammude chanel sandharshikuka...	unknown_state
5752	Avsanam kanich pusthkam vayikunn auntyudae expression kandal fahadikkyudae character level ejjathi trailer brillarance	Positive
5753	sad its not releasing in kannada	not-malayalam
5754	Tamil nadu la irunthu yaarlaam mohan lal kaaga matum paaka vanthinga oru like potu ponga	not-malayalam
5755	Aju chettan polikkum nna thonnane	Positive
5756	ചെമ്പൻ വിനോദ് ഒരു രക്ഷയുമില്ല പുള്ളി ജീവിക്കുകയായിരുന്നു ഈ പടത്തിൽ എല്ലാവരും ഒന്നിനൊന്ന് മെച്ചം പടം മാസ്സ്	Positive
5757	ikkade ethu videoyum trendingill undaavum athu 1m mugalill views	Positive
5758	Feeling addicted!!!!!!!!!!!! 1k dislike enthinaanavo???? Ivanonnuum kelvi shakthiyum ille	Mixed_feelings
5759	നാല song .. നല്ലൊരു ഫീൽ ഗുഡ്എ കോമഡി ന്റർറ്റൈനെർ ആയിരിക്കും ..., ഈ ഓണം ഇട്ടിമാണി ക്കൊപ്പം	Positive
5760	School for scoundrells  ഇന്റെ ഒരു വിദൂര സാമ്യം	Mixed_feelings
5761	2019 let ettavum valya hit avum ennu urappullavar like	unknown_state
5762	Mammokka fans tribute to maamangam	not-malayalam
5763	എന്‍റെ ചേട്ടന്‍ mechanical engineer ആണ്. mechile വീരഗാഥകള്‍ കേട്ട് കേട്ട് ഞാന്‍ ഒരു കട്ട mech ഫാനാ.  so waiting for this movie	Positive
5764	Ee padam kandu goosebumbs vannavar ethra per --Like	unknown_state
5765	Mamookka oru rakshayum illa kidilan	Positive
5766	Mar 28  katta waiting         'L'	not-malayalam
5767	2019 julyil ee song kanunnavar adi like	unknown_state
5768	Mohanlaline onnum parennilla	unknown_state
5769	ഉയിരിൽ തൊടും തളിർ  വിരലാവണേ നീ.. അരികേ നടക്കണേ.. അലയും  ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ  ചെന്നണയുമിരുനിലാവലയായ്..  ആരും.. കാണാ… ഹൃദയതാരമതിൽ  ഉരുകി നാമന്നാരും.. കേൾക്കാ… പ്രണയാജാലകഥ  പലവുരു പറയുമോ…  ഉയിരിൽ തൊടും കുളിർ  വിരലായിടാം ഞാൻ..  അരികേ നടന്നിടാം.. അലയും  ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ  ചെന്നണയുമിരുനിലാവലയായ്..  ആരും.. കാണാ… ഹൃദയതാരമതിൽ  ഉരുകി നാമന്നാരും.. കേൾക്കാ… പ്രണയാജാലകഥ  പലവുരു പറയുമോ…  വഴിയോരങ്ങൾ തോറും  തണലായീ പടർച്ചില്ല നീ… കുടയായ് നിവർന്നൂ നീ  നോവാറാതെ തോരാതെ പെയ്‌കേ.. തുഴയോളങ്ങൾ പോൽ നിൻ  കടവത്തോന്നു ഞാൻ തൊട്ടു മെല്ലെ കാറ്റേ ചില്ലയിതിൽ വീശണേ കാറേ ഇലയിതിൽ പെയ്യണേ  മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ…  ഉയിരിൽ തലോടിടും  ഉയിരായിടും നാം..  നാമൊരു നാൾ കിനാക്കടലിൽ  ചെന്നണയുമിരുനിലാനദിയായ്..  ആരും.. കാണാ… ഹൃദയതാരമതിൽ  ഉരുകി നാമന്നാരും.. കേൾക്കാ… പ്രണയാജാലകഥ  പലവുരു തുടരുമോ…	unknown_state
5770	അണ്ടർ കവർ ഓഫീസർ ഏട്ടൻ അനിയനെ രക്ഷിക്കാൻ വരുന്നു വില്ലൻ മാരുടെ കയ്യിൽ നിന്ന് അനിയനെ രക്ഷിക്കുന്നു	unknown_state
5771	Gethu MECH 43 gang MREC	unknown_state
5772	madhura raja trailerinu surya fansinte ashamsakal	Positive
5773	Patti vananagal okke dislike adichu thudangi ...	Negative
5774	ipozhe 48 unlike samshayam illa bengalikal thanne	unknown_state
5775	ബിജിഎം ക്യാമറ എല്ലാത്തിനും addict.....  ഒരു സൂപ്പർ hit മണക്കുന്നു	Positive
5776	Chaanakahinalkathu  ulla potimaaankal.. Dislke yethra adichitu  kaaryamilla  yeriyunna Marathil  bhalamundu	Negative
5777	Joju chettan ആള് മാസ്സ് ആണ്, കിടുക്കാച്ചി ആക്ടിങ്	Positive
5778	Mamooka ingalu orum sambavam Alla ithihasam thank you	Positive
5779	അപ്പൊ ഇതാണ് എന്റെ ചോദ്യം....  ഇതിലെ നായകൻ ആര്?  വില്ലൻ ആര്???	unknown_state
5780	ഏതോ bollywood ആക്ഷൻ മൂവി ടെ ട്രൈലെർ ആവും കരുതി താഴേക്കു scrol ചെയ്യാൻ പോയതാ പെട്ടന്നാണ് ഒരു പേര് ശ്രദ്ധിച്ചത്    Abrid shine	Positive
5781	സുദേവ് അണ്ണന്റെ ഫാൻസ്‌ ഇവിടെ ലൈക്‌ അടി	unknown_state
5782	ഇറങ്ങിയിട്ട് ഇന്നേവരെ എല്ലാ ദിവസവും ഇവിടെ വന്നു കാണുന്നവർ ലൈക് അടി	unknown_state
5783	കോഴിക്കോട്ടെ ഇട്ടിച്ചൻറെ ഫാൻസ് ലൈക്ക് ബട്ടൺ കുത്തിപ്പൊട്ടിച്ചിട്ട് പോയ മതി	unknown_state
5784	Ella frauds um koottathode undallo...naari dileep	Negative
5785	ഈ പടത്തിന്റെ ടിക്കറ്റ്‌ എവിടെ കിട്ടുമെന്ന് പറ	unknown_state
5786	Enthokke paranjalum mamookaye vellan aarum illa. Eni aarum varukayumilla...if u agree like.. allenkil karanam comment cheyy...	unknown_state
5787	ningal srendhicha aa mulluveliyye ...... aa mulluveli ayalude aduthek varunath......	unknown_state
5788	വളരെ സിമ്പിൾ ആയിട്ടൊരു സോങ്  മൂക്കുത്തി സോങ് 🤗	Positive
5789	Surajettante character kurachu prayam Ulla aal ayathu kondu dubbing il on nude sredhikamayirunnu.. Other ways kiduu....	Mixed_feelings
5790	tovi mwthinte mass kannnan vannavar undo....	unknown_state
5791	Kanditt oru naad rakshikal cliché aanenn thonunnu..	Mixed_feelings
5792	Head set വെച്ച് കേൾക്കുമ്പോൾ തന്നെ എന്താ എഫക്ട്.  അപ്പൊ തീയേറ്ററിൽ കിടുക്കും	Positive
5793	Trailer kandappazhe urappichu padam mass vijayichu	Positive
5794	ഹിന്ദി ശാറു ഖാന്റെ FAN remake ആണോ	unknown_state
5795	പഴയ കാലം ചിതരീകരിക്കുമ്പോൾ cosmetics ശ്രദ്ധിച്ചു ചെയ്യണം.ഇതുപോലെ	unknown_state
5796	Nivin variety ആള് ആണ് nivin pauly ഉയിരാണ്	Positive
5797	ഈ പാട്ട് പൊളി എന്ന് ബോണി പറയാൻ പറഞ്ഞു.	Positive
5798	ദാസേട്ടൻ  നുമ്മടെ ആണ്  എത്ര കാലം അദ്ദേഹം ഉണ്ടാകും എന്നറീല്ല .. ദൈവത്തിന്റെ സ്പർശം ഏറ്റ  കഴിവാണ് അങ്ങേർക്ക്   ദൈവത്തിന്  വേണ്ടപ്പെട്ടവനും അതുകൊണ്ടാകാം  അദ്ദേഹം  പോയി കഴിയുന്ന കാലങ്ങളിൽ  അദ്ദേഹത്തിന്റെ  ഒരു നഷ്ടം അത്ര തോന്നാതിരിക്കാൻ തന്നെ ദൈവം  പലർക്കും  അദ്ദേഹത്തിന്റെ ശബ്ദം അനുകരിക്കാനുള്ള കഴിവ്  നൽകീയിരിക്കുന്നത്.   കഴിഞ്ഞ ജന്മത്തിൽ അദ്ദേഹം ചെയ്ത ഏതോ ഒരു പുണ്യ പ്രവർത്തികളുടെ ഫലമായാണ്  അദ്ദേഹത്തിന്റെ ഈ  ജന്മം.    അദ്ദേഹം ജീവിച്ചിരിക്കുന്ന ഈ കാലഘട്ടത്തിലാണ്  ഞാൻ ജീവിച്ചുകൊണ്ടിരിക്കുന്നത്  എന്നോർക്കുമ്പോൾ  എനിക്ക്  എന്നോട് തന്നെ ഒരു അഭിമാനമാണ് തോന്നുന്നത്.   സത്യം പറഞ്ഞാൽ അദ്ദേഹം ഈ ലോകത്തോട് വിടപറഞ്ഞു പോകുന്ന തിന് ശേഷമുള്ള  കാലം  എനിക്ക് സങ്കല്പിക്കാൻ പോലും പറ്റുന്നില്ല...   എല്ലാ  ജനങ്ങളോടും ഒരു അഭ്യർത്ഥന മാത്രമേ ഉള്ളൂ എനിക്ക്  മരിക്കുന്നതിന് മുൻപെങ്കിലും  അദ്ദേഹത്തിന്  ആ ഗുരുവായൂർ ക്ഷേത്രത്തിൽ പോകാനും ആ കണ്ണന്റെ  നടയിൽ സാഷ്ടാംഗം പ്രണമിക്കാനും  ആ മണ്ഡപത്തിൽ   ഇരുന്ന് കൊണ്ട് ഗാനങ്ങൾ  പാടാനുമുള്ള  അവസരം ഉണ്ടാക്കി കൊടുക്കുക.  ഗുരുവായൂർ ക്ഷേത്രത്തിൽ പ്രവേശിക്കാൻ കഴിയാത്തതിനുള്ള സങ്കടം  അദ്ദേഹം  ഒരു reality show ൽ   പ്രകടിപ്പിച്ചിരുന്നു    കണ്ണ് നിറഞ്ഞു പോയി എന്റെ    ഒരിക്കലും നടക്കില്ല എന്ന ആഗ്രഹം ആ  കളങ്കമില്ലാത്ത ആഗ്രഹം നടക്കുമ്പോൾ  അത്  നമ്മൾ നടത്തി കൊടുക്കുമ്പോൾ  അദ്ദേഹത്തിന്  ചെയ്തു നൽകാവുന്ന തിൽ  കൂടുതൽ  വലിയൊരു ഉപകാരം വേറെ ഇല്ല.  ശബരിമലയിൽ   പെണ്ണുങ്ങളെ കയറ്റാൻ ശ്രമിക്കുന്ന  ഈ ആവേശവും ചോരത്തിളപ്പും നാവിന്റെ ബലവും  ഇതിൽ പ്രയോഗിക്കാൻ ശ്രമിക്കുക.	Positive
5799	ഇത് വരെ  കേട്ടിട്ട് കൂടി ഇല്ലാത്ത ഒരു പടം ഒരൊറ്റ ട്രൈലെർ കൊണ്ട് fdfs കാണും എന്ന് ഉറപ്പിച്ചു  Promising	Positive
