category	text
Negative	Enth paaandi bgm aaan gobi,ijjathi lookil mamooka vannit vada vad..,vada vene vella chaya kadelm poo gobi olake,ithilum nalla bgm ente kayil undayirun
unknown_state	Mamangam mammookkayodoppam kaanan agraham undoo 🤔
unknown_state	murugande kayyil ninnum kastichu rakshapettu rajayude munnil chennu chadi kodutu alle  .....Mr Daddy girija
Mixed_feelings	BGM ൽ ഒരു മെമ്മറീസ് മയം
Positive	Ikkayodu muttan inniyum valaraanund palarum 🥰🥰🥰
Negative	Dialogue pora msmmookka paranjaal onnoode ushaaraayene
unknown_state	നിങ്ങൾ ഇവിടെ മൂക്കുത്തിയും തപ്പി നടന്നോ കല്യാൺ സിൽക്സിൽ ആടി സെയിൽ തുടങ്ങി
Mixed_feelings	Pora koruchumkoodi adipoli Akamayirunnu padam hit akanamabkil kore change varattan und aara director onnu parayanam aarankilum adhehathod
unknown_state	ഈപ്പോഴും ഈ പാട്ട് കേൾക്കുന്നവർ ഉണ്ടെങ്കിൽ... ഇതിന്റെ ഒരു കവർ സോങ് ഞാൻ ചെയ്തതാണ്...ഒന്ന് കേട്ടിട്ട് അഭിപ്രായം പറയണേ.... ? ഇഷ്ടപ്പെട്ടാലും ഇല്ലങ്കിലും പറയണേ.....
unknown_state	Ningalu evide mookuthiyum nokikondu irunno....Kalyan Silks il Aadi Sale thudangi...
Positive	Mass... Maranamass.... Kolamass...... കട്ട waiting
Positive	Mohanlaline onnum parennilla
not-malayalam	I felt like being one member in that family in kumbalangi... love from tamil fan
not-malayalam	I'm a big fan of you Mammookkkaqq
unknown_state	Ithil mammukka guest roll aanenn ethre perkk ariyaam
Positive	ഈ പടം ഒരു പത്തു വട്ടം കണ്ടാലും മതി വരില്ല !!!!  Superb will be a way too small word to define this movie
Negative	Mangatholiii... Mattoru neerali avathirunaal mathi. Swam pongiyudae chandu pottu look kollaam..
Mixed_feelings	മുഴുവൻ സരക്കുകൾ ആണല്ലോ  #FDFS LOCKED
unknown_state	Uyiril Thodum Thalir  Viralavane Nee … Arike Nadakkane Alayum  Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil  Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil  Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle  Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?
Positive	Repeat mode on..... Romanjification ...ettan pakka mass
unknown_state	00:20 galaxy star ഉം  power star ഉം
Negative	Trailer kandal ariyam nalla oombiya padam aanunn
Positive	E mohanlal and pdithvi  veendum kothippikkuanello
Negative	കത്തി പടം ആകും.  അജയ് വാസുദേവ് അല്ലെ.  Waste
Positive	Direction Rajuettan aanel Standard inte glucose level high aa  Speechless
Mixed_feelings	Pulimurugan endhooo evideyo feel cheyunna poley
Positive	ന്റെ റബ്ബേ... എന്തൊരു ഫീലാണ്‌ ..... really addicted to this song...
not-malayalam	HISTORY OF PAIN HISTORY OF HOPE HISTORY OF AN ERA  HISTORY OF THE BRAVE
Positive	മലയാളത്തിന്റെ young superstar രാജുവേട്ടന്റെ ഡ്രൈവിംഗ് ലൈസൻസിന് കുഞ്ഞിക്ക ഫാൻസിന്റെ വിജയാശംസകൾ
unknown_state	Check full comment name and details name. kazhivil alla orotharkum nottam nummade alalo ennal comment and like adikam
unknown_state	മൂക്കുത്തി കാണാഞ്ഞിട്ട് ഇങ്ങനെ! വല്ല അരഞ്ഞാണം ആണ് കാണാതെ പോയിരുന്നേൽ എന്താവുമായിരുന്നു സ്ഥിതി ?
Positive	Ikkayude Sound Mathram mathy FDFS urappikan
Mixed_feelings	Pulimurugan pole thane und set ....onnu Matti pidikarnnu....
unknown_state	Aval aa kadele freezer il alle.  Ithipo kadha motham ondallo trailer il.
Positive	പടം അവാർഡാണല്ലോ!  മോളിവുഡിലെ Lion സിനിമയെന്നു വിളിക്കാം.
Positive	Its wanaah great¥€¥ polichu laalettan chankanu chankidippanu lalettaan
Positive	ഈ പാട്ടിനു എങ്ങനെ ഡിസ്‌ലൈക്ക് അടിക്കാൻ തോന്നി?? ആ സ്റ്റേജിൽ ഉള്ളവരിൽ ഏറ്റവം നന്നായി കളിച്ചതു ലാലേട്ടൻ ആണെന്ന് ആർക്കൊകെ തോന്നി, സ്റ്റീഫൻ നെടുമ്പള്ളി തന്നെ ആണോ ith? ഓണം ഇട്ടിച്ചായൻ കൊണ്ടുപോകും, ഉറപ്പ്.
Positive	Raju kadha paranjal entha, trailer kidukkiyello
Mixed_feelings	Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi
Positive	Entta ponnu laletta.... Parayan vakkukal illa  Mass ka bapp
Positive	മികച്ച ഒരു സിനിമ അനുഭവം... കുമ്പളങ്ങി nights... പറയാൻ ഒരുപാടുണ്ട്..സൗബിൻ താങ്കൾ പറവയിലൂടെ നല്ല സംവിധായകൻ ആണെന്ന് തെളിയിച്ചു.. സുഡാനിയിലൂടെ നല്ല നടൻആണെന്നും തെളിയിച്ചു but ഈ സിനിമയിലെ സജി എന്ന കഥാപാത്രം ഒരു രക്ഷയും ഇല്ലാ മച്ചാനെ നിങ്ങൾ പൊളിയാണ്. ഒരു പക്ഷെ സ്റ്റേറ്റ് അവാർഡ് പോലും താങ്കൾക് ഈ പടത്തിലൂടെ കിട്ടണം എന്നാഗ്രഹിച്ചു. അത് പോലെ ഷൈൻ.. മുത്തേ നിന്റെ ഉപ്പ ജീവിച്ചിരിപ്പുണ്ടെങ്കിൽ അദ്ദേഹം എത്രമാത്രം സന്തോഷിച്ചിട്ടുണ്ടാവും. ഒന്നും പറയാൻ ഇല്ല നാളത്തെ മികച്ച നടന്മാരുടെ കൂട്ടത്തിൽ നീയുമുണ്ട്. പിന്നെ ഫഹദ് വ്യത്യസ്ത മായ ഏത് റോളും ഭദ്രമാണ് ആ കൈകളിൽ. പിന്നെ പുതുമുഖമാണെന്നു തോന്നിക്കാത്ത രീതിയിൽ ഉള്ള ബേബി എന്ന ക്യാരക്ടർ ചെയ്ത കൊച്ച്. എല്ലാത്തിനുപരി ഒരുപാട് കാര്യങ്ങൾ മനസിൽ ആക്കേണ്ടവർക്ക് അങ്ങനെയും അതല്ല എൻജോയ് മാത്രം ഉദ്ദേശം ഉള്ളവർക്കു അങ്ങനെയും ഇഷ്ടപെടുന്ന ഒരപൂർവ സിനിമ പ്രേക്ഷകർക്ക് സമ്മാനിച്ച ഇതിന്റെ ഡയറക്ടർക്ക്‌ താങ്ക്സ്
Positive	ഇട്ടിമാണി lalettan  pwolikkum...... കർത്താവേ മിന്നിച്ചേക്കണേ..........
not-malayalam	Awesomeness starts at 1:51 Vaada! :)
Positive	സുരാജിന് pritviraaj വില്ലൻ..  .. love you rajueetta
Negative	ഈ കാട്ടി കൂട്ടൽ kandi തിയേറ്ററിൽ ചിരിച്ചു കൂവിയവർ 🤣🤣ഇജാതി
Positive	ഈ മഹാനടനെ അത്ര പെട്ടന്നൊന്നും ആർക്കും തകർക്കാൻ പറ്റില്ല...... നടനവിസ്മയത്തിന്റെ ശിരസ്സിൽ ഒരു പൊൻതൂവൽ കൂടി അതാണ് മാമാങ്കം  മമ്മൂക്കടെ അഭിനയത്തെ കളിയാക്കുന്നവർ  സൂര്യമാനസവും അമരവും പേരൻപും വാത്സല്യവും വർഷവും  ഒകെ ഒന്നു കണ്ടുനോക്കു..... അതിലൊക്കെ ജീവിച്ചുകാണിക്കുന്ന മലയാളത്തിന്റെ മണ്ണിൽ പിറന്ന നമ്മുടെ അഹങ്കാരത്തെ കാണാൻ കഴിയും... മമ്മൂക്ക എന്ന മനുഷ്യനെ കാണാൻ കഴിയും.......
Positive	Happy b dy ikka  malappuram ikka fans like adikk
Positive	Janapriyan jail vitt vere kaliyillaa... all the bst tm
not-malayalam	Peranbu - superhit Yatra       -  superhit Madhura raja - Megahit Unda  - superhit Mamangam - megahit Shylock - waiting. Mega star rules.....
Positive	#unniyettan_ishtam Unniyettaaa kidu Alla kikidu Powlichu All the best unniyettaaa
unknown_state	sushin shyam ennu kamdappo kuliru keriyavar like adi
not-malayalam	Lalettan fan from Hyderabad love Lal sir
Positive	PORINJU IS WILD MARIAM IS CRAZY JOSE IS RAW........ മൊത്തത്തിൽ പൊളിച്ചില്ലേ 🤩🤩🤩🤩
unknown_state	Chaku thera Gaand me gusadhunga .....കത്തി നിന്റെ കോ*#$ൽ കേറ്റും...
Positive	Ipo tanne 5 vattam kandu vallatoru trailer
not-malayalam	W8ing  4 part  2
Positive	Ente ponno  kidukki   Rajueattan 🤩 fans nte vaka ellaa vidha aaashamsakalum nerunnu.
Negative	Yethanu trailer trendigil varaathath vaishaketta nigal kaanunille
unknown_state	Teaser innele 12:30 2M Views undaayirunnu, morningil 1.9 yi kuranju, pinne 1.8M kuranju ? ippol 1.9 M ayi..... ithil yentho oru ..kali ille ?
unknown_state	കൊള്ള പലിശകാരനായി പിറവിയെടുത്ത ആ അസുരൻ വരവറിയിക്കുന്നു....  കറുപ്പും കറുപ്പും അണിഞ്ഞു അസുരൻ രൂപത്തിൽ SHYLOCK....  Megstarism
Negative	ഈ പ്രായമുള്ള മനുഷ്യനെയും വെച്ച് ഇവന്മാരൊക്കെ എന്തൊക്കെയാണ് കാട്ടിക്കൂട്ടുന്നത്
Positive	ചാവേറിന്റെ വരവ് കഴിഞ്ഞു എനി അസുരന്റെ വരവിനായി കാത്തിരിക്കുന്നു..  Best wishes ഇക്കാ..
Positive	Teaserum trailer kandapol nyn vecharichu poyenee pakasha itee kallallkii  ittimani mass ane manasanuu
unknown_state	ഇതൊക്കെ ഏതെങ്കിലും സ്കൂൾ പിള്ളേരോട് പോയി പറയടാ🤞🤞🤞🤞🤞ettann
Positive	പടം ഉറപ്പായും ഹിറ്റ് അടിക്കും. FDFS ഉറപ്പിച്ചു
Mixed_feelings	ഇനി ഷാരുഖ് ഖാൻ പടം fan ന്റെ കഥ അടിച്ചു മാറ്റിയോ
Negative	ഈ കൊച്ചി സ്ലാങ്ക് കേട്ട്  മതിയായി
Positive	Ikka polechuu vendum .....marna mass anuu
unknown_state	Machine ee Trailer വീടിയോസ് എവിടുന്നാ കിട്ടുക നുമ്മടെ ചാനലിൽ ഇട്ട് പ്രമോഷൻ ചെയ്യാലൊ
not-malayalam	big bib writer in prathi poovan kozhi
Negative	trailer kurachu better akamayirunnu.poor editing aayi poyi
Mixed_feelings	Trailor  കണ്ടിട്ട്  ചേരുംപടി  മസാല ചിത്രം  ആണെന്ന്  തോന്നുന്നു. പൃഥ്‌വിരാജാവിന്റെ  car കണ്ടു. ഇനി  സ്ഥിരം  jacket, thoppi,  തോക്ക്, itemdance. എന്നിവ കൂടി  ഉണ്ടായാൽ  മതി.
Negative	priya dharshante vijaram muslimsinte slag eppolum inganeyanna....endhu dialoga boru aanu dialogue shaili mattuga...
Positive	Ooh!! Mass ennoke paranjal para masss... Lalettan kiii
unknown_state	Yentameede mukuthiii muukil ninnu kanathaye... Yentappante purse muzuvan yentamma kaliyakiye...
unknown_state	Aju vargheesinte police role ishtamayavar like adi
Positive	Athirappilliyude saundharyam illathaya nimisham 2:07 love uuuu mammookkkkaaaaaaa
unknown_state	Arjun Reddy trailer bgm ayitu samyam undoo🤔🤔🤔🤔🤔
unknown_state	മാമാങ്കം The real history? അറിയേണ്ടവർ. ചാനലിൽ കേറി കണ്ടോ  സിനിമ കാണുന്നതിന് മുൻബ് അറിയേണ്ട കേരള മാമാങ്ക ചരിത്രം   @NEWPOINT
