category	text
Positive	ದಿಸ್ ಐಸ್ ದಿ ಬೇಸ್ ಸನ್ ಎವರ್ ಲವ್ ಉ
Mixed feelings	Guru eno heludri but sakkatag heludri super guru
Positive	Edu charitre srustiso avatara
Negative	ಒಂದ ಮೂವಿ ಮಾಡೋಕೆ 7 ವರ್ಷ? ಅದಕ್ಕೆ ಸರಿಯಾಗಿ ಆಗಿದೆ. ಮುಂದೆ ಬೇಗ ಮಾಡಿ ಬಿಡಿ. ಇನ್ನೂ ಇದನ್ನೇ analyse ಮಾಡ್ಕೊಂಡು 7 ವರ್ಷ ಕುತ್ಕೊಬೇಡಿ. ನೋಡಿದ ಜನ anacin ಅಂತ ಇದಾರೆ ಆಬ್ಬ. ಆಡಿಷನ್ ದಿಯಾ ಅಂತ ಒಂದು ಕಥೆ ಮಾಡಿ.
Negative	Dislike yav mahanbhavru madiradu  guru.!! Looks like promising trailer
Mixed feelings	Adege astondu currect aagi heltira madam
unknown state	video nodidare bhaya agutthe
Negative	@Unity of India ನಾವೂ ಬ್ರಹ್ಮಣರು ಆಗುವುದಿಲ್ಲ ಏಕೆಂದ್ರೆ ಅವರು ಅಂಧಕಾರಲಿ  ಬದುಕುತಾರೆ ನಾವು ಗಳೂ ಹಿಂದೂಗಳೇ ಆದ್ರೆ ಹಿಂದೂಗಳೂ ಹಿಂದೂಗಾಳ ಮೇಲೆನೆ ಅನ್ಯಾಯ ಮಾಡ್ತಾರೆ ಅಧೋಸ್ಕರ ನಾವು ಹಿಂದೂ ಧರ್ಮ ಬಿಟ್ಟು ಪವಿತ್ರಾ ಬೋವ್ದ ಧರ್ಮಕೆ ಬುಧನ ದಾರಿಯಲಿ ನಡೆಯುತ್ತೇವೆ ನಾವು ನಡೆದೇ ನಡೆಯಿತೇವೆ ಭಾರತ ಬುದ್ಧ ರಾಗುತ್ತೆವೆ
Positive	ತುಂಬಾ ತ್ರಿಲಿಂಗ್ ಇರೋ ಹಾಗೆ ಇದೆ ಬೇಗ ರೇಲಿಜ ಮಾಡಿ
Positive	nim songs super
not-Kannada	Anyone from kerala here
unknown state	ಮೆರೆಯಲಿ ಕನ್ನಡದ
Positive	Togari thippa bahala chanagide
not-Kannada	superb superb superb
Mixed feelings	@Ajaya shetty jai
not-Kannada	Love you boss
Negative	Corona virus iruvudarinda jana barta illa
Negative	Jaathigalu ee deshada belavanigege athi dodda thodakaagide.
unknown state	No..chandan rap song
Positive	ಅವನೇ ಶ್ರಿಮನಾರಾಯಣ ಸಿನಿಮಾಗೆ ಭಾರತದೆಲ್ಲೆಡೆ ಗೆಲುವು ಸಿಗಲಿ  ಕನ್ನಡ ಸಿನಿಮಾ ಇನ್ನು ಬೆಳೆಯಲಿ. ಜೈ ಬಿಗ್ ಬಾಸ್
not-Kannada	Superb song
unknown state	@punter 18 pakka
Mixed feelings	ಕನ್ನಡದಲ್ಲಿ ಮಾತಾಡು ಪೃಥ್ವಿ...ಇಂಗ್ಲಿಷ್ ಬೇಡ ಇದು ಕರ್ನಾಟಕ
Positive	ಅತ್ಯುತ್ತಮ ಹಾಡು
Positive	Ha sanchari vijay waiting to see him
unknown state	Flair gun  ge hondu like
Negative	Dislikers Are rashmika fans maybe
unknown state	@Lalsab Mulla tq sir
Positive	Super  Anna
Positive	ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಸಾರ
Positive	We won mr stark.....🤣🤣🤣🤣🤣🤣🤣🤣
Negative	@Anil A hu niamman kalskodu keydu kolve baavi madi kalsthini olike eldu snana madkollivanthe thuldeepannan pans for a reason caste dogs 🤣
Positive	music alli  eno diffirent kick ide
not-Kannada	Super 🤗 song
unknown state	Ragad song  ....
unknown state	ಇದು ಚರಿತ್ರೆ ಸ್ರಷ್ಠಿಸೋ ಅವತಾರ
Negative	We like shanvi nWe hate sanvi
unknown state	+Nabilal S ಕಗಬಜ
Mixed feelings	ಈಗ ನಿಜವಾದ ನಾಯಕ PRAJWAL  ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ
Negative	ಕಣ್ಣೀರು ಹಾಕಿರುವ ಕಾರಣ ತಂದೆಯ ನೆನೆಪು ಅವರು ಕಷ್ಟ ಕಾಲದಲ್ಲಿ ಮಗನ ಬೆಂಗಾವಲಾಗಿ ನಿಂತಿದ್ದಕ್ಕೆ.ಇದನ್ನು ಕೆಲವರು ಅಪಾರ್ಥ ಕಲ್ಪಿಸಿಕೊಂಡಿದ್ದಾರೆ.
Negative	Nejwad deushya torishi eg heliddu
Mixed feelings	@Sathish Soorgoli namdhu kolar guru
Negative	@Praveen Kumar caste dog spotted bale pan yar nimammana dagar nau thane d boss fans nimammana dagar madiddu husharagi nodkoli thunne asege yar jotenadru odihodaalu 🤣🤪
unknown state	FOCUS KARNATAKA howdhu 🤪
Negative	anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna
unknown state	@Nandi Parthasarathi sarcasm
Positive	shambhu baligar sir superrrrrrrrrrrrrr
Mixed feelings	ಮಿಂಡರಿಗುಟ್ಟಿದೊನೆ. ನಿನ್ನ. ಮಾತೆ.   ಹೆಚ್ಚಾಯಿತಲ್ಲೋ
unknown state	Rajesha C N
Positive	Idu esta Janagalage like aagide
Negative	Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru🤣
Negative	hawdale thugari tippa
Mixed feelings	dandega takka maga sirnjhevana annodu hege anta thorise kottavru neu sirnyellanhayaka natarante sokeman nevalla sir
Positive	Jai D BoSs
not-Kannada	What a movie superb
unknown state	@poojitha subbaiah Hai ennane ullira
Negative	Un like madorge mana maryadine ella guru oledelidru kidodrthada adthare
Positive	Still no 1 trending
Positive	Arjun janyan karkond bandu music kelisiri
Positive	ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ
Negative	@VARAPRASAD K K shaata dagaar Savi Savi nenapu dagaar soole darshan though DeepunAA mudya choolbart kittod mukhakke thank thumba hair wigngaddakku shaata kittu anskondidaane choolbart.  avnige mettina haarane kodbeku🤣🤣
Positive	Adre ivaga beda. Ee COVID-19 ella mugibeku
unknown state	@Sanju Sp adhu gun hesru
Negative	ವಾರಕ್ಕೆ 10-15 ಸಿನಿಮಾ ರಿಲೀಸ್ ಆದರೆ ಯಾರ್ ನೋಡ್ತಾರೆ
Mixed feelings	I felt same
Negative	Tik tok  bevarsigalanna chaina   gadiyalli chaddiyalli bomb ettu chaina  kade  odisa beku avaga sari agutte
unknown state	ಸರ್ ಅಶ್ವತ್ಥಾಮ ಆ ವೈದ್ಯರ ಮನೆಗೆ ಬರುತ್ತಿದ್ದ ಅಂತ ಹೇಳುದ್ರಿ ಅವನಿಗೆ ಹೇಗೆ  ಗೊತ್ತು ಅವರು ವೈದ್ಯರು ಅಂತ ಮತ್ತೆ ಮುಖ್ಯವಾಗಿ ಮಹಾಭಾರತ ಕಾಲದಲ್ಲಿ ಹಿಂದಿ
Negative	@Reginald Kelly Kannada da bagge sumne matadidre(includes people too) adu namgu naatutte
unknown state	@RADHA RADHA gn mem
not-Kannada	Best.    Song
Positive	Vijay parkash sir🤩
not-Kannada	జై డి బాస్ అభిమాని
not-Kannada	signature step is ultimate
Negative	urkolli nodi avrella
Mixed feelings	ಹೌದೋ ಹುಲಿಯಾ
Positive	ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌  ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ
Positive	@venu gopal kabja release aagli inge support madthivi ..... but Nw it's ASN time .....
Negative	1.4k dislikes from rashmika fans may be ...
Positive	I love promod sir voice
Positive	ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ
Mixed feelings	Odeya  avane srimannarayana nRakshit shetty =likenDarshan = dislikenJai DBoobs dagarshan
Negative	Divakar gee saryag ugdidhiraa.. 🤣🤣lob u broo
Positive	sir nem no kodie plz plz
unknown state	@Abhigowda Abhigowda
not-Kannada	Super bro love India
Negative	@twisted formals nin amman yako lowda nkn dboss tus patakinin obba sule maga
unknown state	4 times per day
Positive	Ebru kannada films na promote madtavre.ningyo kho beku comparison madodu......
Positive	ನನಗೆ ಇಷ್ಟವಾದ ಕಥೆ ತೊಗರಿ ತಿಪ್ಪ
Positive	Matte film ge banni sir
Mixed feelings	@Nandi Parthasarathi mars venus inda bartira
Positive	ಈ ಸಿನಿಮಾದಿಂದ ಗೊತ್ತಗುತ್ತೆ ಸಿನಿಮಾಕ್ಕೆ ಕಥೆ
Mixed feelings	ಆ ಬಂದುಕಿಗೆ ಇದೆ ಘನ ಹೆಸರು..
not-Kannada	Please upload Full movie original bgm
Positive	Song ista adaro illi like madi
Negative	@Syed Akbar hello srk athava salman khan fan... Ninge race 3 ne sari... nnnnSuper story alvaa race 3
Negative	Tiktok Dattu putra🤣 ugeeri inna
unknown state	ನನಗು ತೊರಸಿ ಅಶ್ವತ್ತಾಮರಾ
Negative	Bhai Main Kabhi Aisa video Nahi Dekha Kisi movie mein
Positive	Super Film Dia
Positive	Kalyana Karnataka ivaga
Positive	Idu idu bekithu namgelargu.... Jai rakshitha bai
Negative	Tiktok ದೂಳು ivathinda
unknown state	Paramvah Music hindi
not-Kannada	You have bright future
Positive	ಶುಭವಾಗಲಿ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣನಿಗೆ
Negative	Prithvi swalpa  otte kadme maadkoli ...you look good as well you need it as an actor...
not-Kannada	Anjali Devi  mk
Positive	Thumba chennagide  nimma abhipraya..
unknown state	Good wareki sir 9845027639
Positive	ನಿಜವಾಗ್ಲೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ.... song Rakshith sir.. all the very best..
Positive	Super guru tumba channag matadtira i like it
Mixed feelings	First  song kelide
Positive	ಅದ್ಭುತವಾದ ಹಾಡುnಹಿನ್ನಲೆ ಸಂಗೀತ ಇನ್ನೂ ಅದ್ಭುತ..
not-Kannada	Need it in Hindiiiiiiii
Positive	Yuddha maadabeku oodabaaradu katukara mundhe Bhagavadgeethe.. Great lines!
Mixed feelings	Good information sir but ivattu yako parokshavaģi  China desha vanna hogalida hage ittu adru ade nija  satya yavaglu kahiyagi irutte
not-Kannada	KGF CHAPTER 2
Positive	@Creative Kannadiga tysm Anna....nivu comment madidakke...bt sry Anna...bcaz nan insta use madalla
Positive	Shetru birthday party dina haadiro haadu aawaginindaa wait maadtide.....
Mixed feelings	Devaru kododu nidana hagide nAndre jaasthi kodthane hantanThilkoli
Positive	Appu fans yellaru nimma movie nodthivi
unknown state	ಎಂಥ lines
Positive	Osm bro 🤣🤣🤣tiktok shok madutidru avayalla 🤣🤣🤣🤣🤣
unknown state	Gun ಹೆಸ್ರು ಅನವರತ ಇರ್ಬಹುದಾ? 🤔🤔🤔nಗೊತ್ತಿಲ್ಲ ಇದ್ರು ಇರಬಹುದು
unknown state	Love u   ajaneesh
unknown state	Tkindidtuuihbjiygi KJ jMwuhMuyc
Positive	ಇದು...ಇದು...ಆ್ಯಕ್ಚುಲಿ ಚೆನ್ನಾಗಿರೋದು ..nಯಾವ..ಬಾಲಿವುಡ್.. ಹಾಲಿವುಡ್..ಮೆರೆದಿದ್ದರೋ ಕಣ್ಣು ಬುಟ್ಟಿ ಸ್ವಲ್ಪ ನೋಡ್ರೋ
Positive	Nan tik tok account ne delete madi uninstall madidhini bro..
Positive	Full happinest day bro becuse nange e bindu gowdan diloug kelodik agtirlila beligge aadre saku nanfrds ella avl status ne hakondu poison kuddiror tara saytidru anways tiktok byan agiddu tumbane olle kelsa and neevantu sakkatttag troll madtira bro nim voice bro
Mixed feelings	u great pa love u
not-Kannada	Super song .... Kannada
not-Kannada	Tenniske Baal
unknown state	#AvaneSrimannarayana #HandsUp song last alli fork esiyodu sanvi anustte
Positive	Korlahalli tippa kavalur sidda. Anna tamma.
unknown state	444444 super 30
Positive	Slow poison song annoru like maadi
Positive	ನಾವು ವಾಕ್ ಸ್ವಾತಂತ್ರ್ಯದಲ್ಲಿ ಸೂಪರ್ ಪವರ್ ಆಗಿದ್ದೇವೆ...ಎಲ್ಲಿ ಪ್ರಜೆಗಳಿಗೆ ರಾಜನ ಭಯ ಇರೋದಿಲ್ಲವೋ
Mixed feelings	@shiva prakash lol jmlmlnnnn.
Mixed feelings	@Arun Jaanu summne reply haki yak war madshtiya
Negative	Nin naman sule Gandu boli dagar drashan
Positive	Mind blowing song..
not-Kannada	Geret oumaanniere warold if shankar aswata
Negative	supar anna Ennu Ugiri nan makluge tiktok beda
Positive	ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ ಅಷ್ಟೇ ಅಲ್ಲ ಚರಿತ್ರೆ ಜೊತೆ ಇತಿಹಾಸನ ಉಲ್ಟಾ ಮಾಡೋ ಅವತಾರ all the best ರಕ್ಷಿತ್ boss and 100 days running successful ಆಗೆ ಆಗುತ್ತೆ
Negative	Doctor Avrige avana bahse hege gottu.
not-Kannada	+Shivanand Kattimani 12 '.9
Negative	Bgm is chindi
Positive	ಮೆರೆಯಲಿ ಗಗನದಲಿ ನಿಮ್ಮ ಲಾಂಛನ
not-Kannada	Super video 🤩
not-Kannada	Flare gun at 1;30
Positive	Sir modalu namm Deshadalli Tustikaran rajakarana irorvaregu namm paristiti ide
Positive	ಟ್ರೈಲರ್ ಜಬರ್ ದಸ್ತ್ ಆಗಿದೆ
Positive	En song guru fidha agode....Idhu charithre srustiso avatharaaa... Signature step shuruhachkoli inna..
Positive	ಬಹಳ  ಸೂಪರ್ ಗಿ  ಬೈದ್ದಿದ್ದಾರ   ಅಣ್ಣ
Positive	ನಕ್ಕನ್ ಹಾಕ್ರೋ ಸ್ಟೆಪ್ಪು.....tik tok internet access madtilla ..
Positive	🥰🥰🥰🥰Super song 🥰🥰🥰🥰
unknown state	Vote for kuri prathap
Mixed feelings	@Vishal Shetty naan avagle helidini.... neen yen baidru
Negative	Modlu keldaga mamuli song ashtukke ashte annusthu
not-Kannada	I like rakshith shetty
not-Kannada	Your voice super
Positive	100M AAgle bek ..
Positive	Kannadada hemmeya asn filme annoru like madi
Positive	Say say say sayta
Positive	Really nyc sakath chenagi madidira nange esta aythu. Super riii adrallu tiktok dattu putra nna sakath roast madi heltini...
Positive	sir yarige yaru agolla appa amma Na biture Sir olle mathugallu
not-Kannada	Top star in sandalwood. D boss
Positive	ಅಣ್ಣನ ಮೂವಿ ತಿಕ್ಲ ಪೊರ್ಕಿ ಹುಚ್ಚ ವೆಂಕಟ್ ಆಡಿಯೋ ಲಾಂಚ್ ಮಾರ್ಸ್ ಅಲ್ಲಿನ ಅಥವಾ ನೆಪ್ಟ್ಯೂನ್ ನಲ್ಲಿನ
Positive	ಇವ್ನಿಗೆ sensorನಲ್ಲಿ UA certificate ಸಿಕ್ಕಿತು ಅದಕ್ಕೆ ಈಗ everybody HANDS UP
Negative	Disappoint agide song keli Ishtu hype kottu song bidbardu
Positive	Kaytidde bro Yarana  lyrics aktara anta 🥰🥰tq
Positive	Prajwal  bro  nivu   come  back  agbeku   .....   nivu  pakka   gede  gelthira
Positive	Guru e game name en guru.... Masth eede game
Positive	bro same video part 2 madu bro please plsssssssssssssssssssssssssssssssssssss swalpa bindu Gowda na akond roaste madu bro
unknown state	@Nandi Parthasarathi ನೀನು ನಂಗ್ ಏನಾದ್ರು ಹುಟ್ಟಿದ್ಯ
Positive	Sir nimmannu prathyakshavagi nodalu aaseyagutide sir nimma hattira ondu dina full kaala kaleyalu aase idhe aadre yenu maadudhu sir nimmannu bittu barudhu yochane maaduvaaga manassige bahala bahala kashsta aagutte sir  devaru nimma aasegalanella eederisaly
Negative	Avalu sule munde nam KarnatakanRakshith avarige sahaya madinPlz
Positive	Guru super guru ninu
Negative	IAM VIJAY DEVARAKONDA HATER
not-Kannada	Vijaya prakash sir.... Spr
Positive	ಇದು ಪಕ್ಕ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರನೇ....
Positive	LOVE FROM KICCHA FANS🥰
Positive	ASN ಖಂಡಿತವಾಗ್ಲೂ ಚರಿತ್ರೆ ಶೃಷ್ಟಿಸುವ ಅವತಾರ....
Positive	We varshada super song
Negative	@Nandi Parthasarathi ಬಂದ್ರೆ ತಿಕಾ ದೆಂಗ್ತಿನಿ ಎಷ್ಟೇ ನಿನ್ ರೇಟು ಹಡ್ಬಿ ಸೂಳೆ.... ಆ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ ಅಂತೇ... ಅವುಂದು ತುಣ್ಣಿ ಉಣ್ಣು ಹೋಗಿ ಲೋಫರ್ ಸೂಳೆ
Negative	est movie li ede tara ede  same scenes.
Mixed feelings	Alle Dum taka anta shoot madona AKM nalli🤣🤣🤣🤣
Positive	Asom song Vijaya prkasha
unknown state	Give me ur mail address
Positive	En guru edu song super
Positive	Youtube channel nalli ASN release promos upload madi sir
Positive	Jai ASN nJai Karnataka
Positive	ಇದೇ ಟ್ರೇಂಡ್ ಸೆಟ್ಟಿಂಗ್ ಎಂದರೆ... All the best ASN
Positive	ಸಾರ್ ಇಂತಹ ವ್ಯಕ್ತಿಗಳು ವಿಶೇಷ ತಮ್ಮ ತಮ್ಮ ತಂದೆ ತುಂಬಾ ಪ್ರಾಮಾಣಿಕ ನಟ. ಅವರ ಆತ್ಮಕ್ಕೆ ಶಾಂತಿ ಸಿಗಲಿ ಎಂದು ಕೇಳುತ್ತ
not-Kannada	Super song awesome
Mixed feelings	MY BOSS ANNA  YASH BOSS ANNA  YASH BOSS ANNA
unknown state	I like it I like it kantha.
Negative	OMG ಟಿಕ್ ಟಾಕ್ ನಿಂದ nಚೈನಾದ ಬೋ* ಮ* 7
not-Kannada	Bro super bro
Negative	ನಿಮ್ಮ ತಂದೆ ಸಾಕಷ್ಟು ದುಡ್ಡು ಮಾಡಿದ್ರು ಆದ್ರೆ ಬೇಡಿದರು ಕೆಲಸಗಳ ಅನಕ್ಷ ಕವಾಗಿ ಖರ್ಚು ಮಾಡಿ ಸೋಕಿ ಮಾಡಿ ದುಡ್ಡೆಲ್ಲಾ ನಾಲ್ ಮಾಡಿದ್ದೀರಾ
unknown state	Nanu 2 sala nodidini
not-Kannada	Superb MUSIC and LYRICS nnHands upnn
Negative	Bindu Gowda idko nan Lowda.🤣
Positive	Osm music
Mixed feelings	3ಮಿಲಿಯನ್ ಆದಮೇಲೆ ಯಾರು  ನೋಡ್ತಾ ಇದ್ದೀರಾ
Positive	Dynamic Prince is back nಕಂಟೆಂಟ್ ಇರೋ ಮೂವಿನ ಕನ್ನಡಿಗರು ಯಾವತ್ತೂ ಕೈ ಬಿಟ್ಟಿಲ್ಲ
Positive	ಸೂಪರ್ ಕಾಮಿಡಿ ಸ್ಪೀಚ್ ಬ್ರದರ್
Positive	Konegu Rakshith shety kainal Dance madsok AVNE barbrkitu nYaaaaravnu ~~~~~~~ #ASN
not-Kannada	Are bhai ye song hindi mai kab aane wala plz bataye
Negative	Hindugale heege mathadudre bere caste avaru innu enen mathadalla
Positive	ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಈ ಚಿತ್ರವು ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲಿ ಎಂದು ಶುಭ ಕೋರುತ್ತೇವೆ ...............................ಚಿತ್ರದುರ್ಗ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಬಳಗ
Positive	@Sudeep K N ಹೌದು ಹುಲಿಯ ಜೈ ಹುಚ್ಚಾ ವೆಂಕಟ ಸೇನೆ.......
not-Kannada	#1.46 Bgm music super
Positive	Same here guru
Negative	Gaali maathina bajaaru suddi saarise sumaaru...
Positive	Olledagli sir nimge..
not-Kannada	Making is osum
Positive	Avnu yava language mathadodu
Mixed feelings	Yena editing guru
Positive	anna sakatagi matadidya  i like you  anna
Negative	@Kiccha Vitthal ಹೋಗಿ ಸುದೀಪ್ ಹಳೆ interview ನೋಡು ಯಾರಿಗೆ ಫ್ಯಾನ್ following ಜಾಸ್ತಿ ಇದಾನೆ ಅಂತಾ ಅವ್ನೆ ಹೇಳಿದನೇ ಷಂಡ... ಬಳೆಗಾರ
Positive	ಡಿ ದೇವರ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿ೦ದ  ಆಲ್ ದಿ ಬೆಸ್ಟ್
Positive	Yintha movie pakka 100 days guru
Negative	sule bindhu... awlge nam sainikaru kintha awllu fame beku.. thu lofer mundde hula bidhu saithya ninu
Mixed feelings	@Pradip AR idhu remake all i am editor
Mixed feelings	hi chandra kanth.. UK andre kelvu shettys ge ulidavaru kandante film antha sudden aagi gottagalla.. UK
Mixed feelings	@chetan kumarab nan yavagloo compare maddhe...
Negative	@Nandi Parthasarathi adu oscar ascar alla..🤣 graphics ge pakka oscar kodtare🤣
not-Kannada	Wonderful movie love you DIA movie
not-Kannada	super  sir
Negative	Kachada no 1 film...thu nim mukakke...taste ye illla...badkobeku.
Positive	Haterless pan Indian simple star
Negative	@CHNADU Ganeshakar hlo ಹೇಳಪ್ಪ ಇದಿನಿ
Positive	Guru ellidde guru real Tallent irodhu ninge
Negative	@MADHU S B ಪಕ್ಕಾ ಹೇಳ್ದೆ ಗುರು.... ಈ ಗೂಬಾಡ್ ನನ್ಮಕ್ಳು
Positive	@syed Noor Noori sdi ಧನ್ಯವಾದಗಳು
Positive	Trailer  super  ide sir edu Hindi nalli kuda release madi please
Negative	I feel jasti bitta kottri... Bari  lyrical video sakagittu
not-Kannada	Hands up...
Positive	αll thє вєѕt frσm drugѕ вσѕѕ fαnzzz
Negative	ಯಾಕ್ರೀ ಟ್ರೇಲರ್ ನೋಡಿಲ್ಲ ಆಗ್ಲೇ dislike...........
Mixed feelings	Finally prime minister modi did it
Positive	singer ಗೆ jai
Positive	Naan sigappu manithan Vishal
Negative	Lo nin d filme odtilla modlu anv film nodro amele bere filmge sprt madu sumne comnt akbitre film odbidutta bari builduppu
Positive	ಸೂಪರ್ ........ bigg ಫ್ಯಾನ್ of  ರಕ್ಷಿತ್ shetty
Mixed feelings	Poorthi hadanna ACCHA KANNADALLI baridavarige abinandanegalu.....
not-Kannada	Super nice video  bro
not-Kannada	Love you sir
Positive	Hands Up.... Addictive... Matte matte hadanna kelbeku ansatte
Positive	Super  sog ng   super dance
Positive	ಈಗಲಾದರೂ ಜನ ರಾಜಕಾರಣವನ್ನ ಒದ್ದೋಡಿಸಿ
Positive	Video noddor like kodro
Positive	Karavali karavali... Itte boda marre?? Film super hit aagbeku. Bere statesnavru nammatha nodbeku aste...
